trip_uuid,Line_Id,source_center,destination_center
trip-153739721148144061,3,IND361315AAA,IND361335AAA
trip-153739727698042903,1,IND134203AAA,IND140501AAA
trip-153739727698042903,2,IND140501AAA,IND160002AAC
trip-153739728975789562,1,IND627005AAA,IND628801AAA
trip-153739728975789562,2,IND628801AAA,IND628204AAA
trip-153739728975789562,3,IND628204AAA,IND627657AAA
trip-153739728975789562,4,IND627657AAA,IND628613AAA
trip-153739728975789562,5,IND628613AAA,IND627005AAA
trip-153739728982418641,1,IND842003AAB,IND480886AAA
trip-153739728982418641,2,IND480886AAA,IND480001AAA
trip-153739728982418641,3,IND480001AAA,IND480661AAA
trip-153739728982418641,4,IND480661AAA,IND481661AAA
trip-153739728982418641,5,IND481661AAA,IND842003AAB
trip-153739735465219677,1,IND844101AAB,IND841207AAB
trip-153739738608709484,1,IND302014AAB,IND303301AAB
trip-153739738608709484,2,IND303301AAB,IND303303AAA
trip-153739738608709484,3,IND303303AAA,IND322230AAA
trip-153739738608709484,4,IND322230AAA,IND322241AAA
trip-153739738608709484,5,IND322241AAA,IND322201AAA
trip-153739738608709484,6,IND322201AAA,IND303503AAA
trip-153739738608709484,7,IND303503AAA,IND302014AAB
trip-153739738946648248,1,IND246701AAA,IND246763AAA
trip-153739738946648248,2,IND246763AAA,IND246761AAA
trip-153739738946648248,3,IND246761AAA,IND244501AAA
trip-153739738946648248,4,IND244501AAA,IND244601AAB
trip-153739738946648248,5,IND244601AAB,IND244901AAB
trip-153739743695001091,1,IND641607AAA,IND641654AAA
trip-153739743695001091,2,IND641654AAA,IND641664AAA
trip-153739743695001091,3,IND641664AAA,IND638657AAA
trip-153739743695001091,4,IND638657AAA,IND638701AAA
trip-153739743695001091,5,IND638701AAA,IND641607AAA
trip-153739747075229693,1,IND424006AAA,IND425412AAA
trip-153739747075229693,2,IND425412AAA,IND425409AAA
trip-153739747075229693,3,IND425409AAA,IND425406AAA
trip-153739747128912301,1,IND382430AAB,IND380005AAA
trip-153739747128912301,2,IND380005AAA,IND382721AAA
trip-153739747128912301,3,IND382721AAA,IND382430AAB
trip-153739753558472170,1,IND441614AAA,IND481001AAA
trip-153739760344398517,1,IND365560AAA,IND365560AAB
trip-153739760344398517,2,IND365560AAB,IND364290AAA
trip-153739769121419894,1,IND160102AAC,IND160002AAC
trip-153739788532471327,1,IND000000AFJ,IND695121AAA
trip-153739788532471327,2,IND695121AAA,IND695572AAB
trip-153739788532471327,3,IND695572AAB,IND695541AAA
trip-153739792417979729,1,IND504215AAA,IND505326AAB
trip-153739796022138132,1,IND505001AAB,IND505184AAC
trip-153739796022138132,2,IND505184AAC,IND505209AAA
trip-153739802386964980,1,IND382430AAB,IND380015AAB
trip-153739807845560942,1,IND421302AAG,IND131028AAB
trip-153739807845560942,2,IND131028AAB,IND160002AAC
trip-153739839660547821,1,IND243301AAB,IND244901AAB
trip-153739848732673970,1,IND752050AAA,IND752056AAA
trip-153739848732673970,2,IND752056AAA,IND751002AAB
trip-153739866006104652,1,IND421302AAG,IND411033AAA
trip-153739866006104652,2,IND411033AAA,IND521225AAB
trip-153739869063976466,1,IND382430AAB,IND382345AAA
trip-153739869063976466,2,IND380021AAA,IND382430AAB
trip-153739872509019197,1,IND627005AAA,IND627811AAA
trip-153739872509019197,2,IND627811AAA,IND627401AAA
trip-153739872509019197,3,IND627401AAA,IND627005AAA
trip-153739874370896593,1,IND501359AAE,IND523002AAA
trip-153739874370896593,2,IND523002AAA,IND600056AAB
trip-153739875108571656,1,IND560300AAA,IND560085AAA
trip-153739876866959310,1,IND411033AAA,IND403726AAA
trip-153739877855281403,1,IND332001AAB,IND333042AAA
trip-153739884908460670,1,IND821115AAB,IND821109AAA
trip-153739884908460670,2,IND821109AAA,IND802213AAB
trip-153739884908460670,3,IND802213AAB,IND802212AAA
trip-153739884908460670,4,IND802212AAA,IND821115AAB
trip-153739888432567804,1,IND842003AAB,IND483501AAA
trip-153739892603032130,1,IND411033AAA,IND411036AAA
trip-153739903214362786,1,IND403726AAB,IND403401AAA
trip-153739904741346564,1,IND403726AAB,IND403601AAA
trip-153739904741346564,2,IND403601AAA,IND403726AAB
trip-153739910131130033,1,IND403726AAB,IND403002AAA
trip-153739952927012280,1,IND363001AAA,IND363421AAB
trip-153739952927012280,2,IND363421AAB,IND364710AAA
trip-153739953547749510,1,IND209304AAA,IND212601AAA
trip-153739953547749510,2,IND212601AAA,IND210001AAA
trip-153739953547749510,3,IND210001AAA,IND210427AAA
trip-153739953547749510,4,IND210427AAA,IND209304AAA
trip-153739955422684606,1,IND732202AAA,IND732204AAB
trip-153739955422684606,2,IND732204AAB,IND732139AAA
trip-153739965430147762,1,IND401209AAA,IND401104AAA
trip-153739974406016600,1,IND400037AAA,IND400072AAJ
trip-153739982414901595,1,IND412105AAC,IND411017AAA
trip-153739989902112255,1,IND321001AAA,IND321401AAB
trip-153740027889691679,1,IND281401AAA,IND321022AAA
trip-153740059865267110,1,IND208019AAA,IND209304AAA
trip-153740083711938722,1,IND209111AAA,IND285001AAD
trip-153740083711938722,2,IND285001AAD,IND285205AAB
trip-153740084042310526,1,IND603001AAA,IND603301AAA
trip-153740084042310526,2,IND603301AAA,IND600044AAD
trip-153740084958202826,1,IND245304AAA,IND245101AAA
trip-153740084958202826,2,IND245101AAA,IND245304AAA
trip-153740084958202826,3,IND245304AAA,IND201007AAA
trip-153740085120543575,1,IND562132AAA,IND560099AAB
trip-153740085120543575,2,IND560099AAB,IND635001AAA
trip-153740085120543575,3,IND635001AAA,IND636705AAB
trip-153740085120543575,4,IND641607AAA,IND641062AAD
trip-153740106255651814,1,IND712124AAA,IND712103AAA
trip-153740106255651814,2,IND712103AAA,IND712310AAE
trip-153740108233044861,1,IND421302AAF,IND421302AAR
trip-153740109393388722,1,IND561203AAB,IND562101AAA
trip-153740109393388722,2,IND561207AAB,IND562108AAA
trip-153740109393388722,3,IND562108AAA,IND572101AAA
trip-153740110647301078,1,IND421301AAA,IND421302AAR
trip-153740115623509742,1,IND403726AAA,IND581303AAA
trip-153740115623509742,2,IND581303AAA,IND581400AAB
trip-153740115623509742,3,IND581400AAB,IND581325AAA
trip-153740115623509742,4,IND581325AAA,IND580028AAA
trip-153740115623509742,5,IND580028AAA,IND403726AAA
trip-153740115794142701,1,IND421502AAA,IND421302AAR
trip-153740118170204514,1,IND400612AAA,IND421302AAR
trip-153740120663602501,1,IND000000ACT,IND160002AAC
trip-153740121169882987,1,IND363641AAA,IND363621AAB
trip-153740121169882987,2,IND363621AAB,IND360002AAB
trip-153740122265299103,1,IND560064AAD,IND560043AAC
trip-153740135691903142,1,IND160002AAC,IND140603AAA
trip-153740135691903142,2,IND160102AAD,IND160002AAC
trip-153740148411787215,1,IND416510AAA,IND416602AAC
trip-153740148411787215,2,IND416602AAC,IND411033AAA
trip-153740152527077017,1,IND209304AAA,IND206122AAA
trip-153740154448759443,1,IND410206AAB,IND000000AFT
trip-153740167474016409,1,IND201007AAA,IND201001AAA
trip-153740170514188424,1,IND515201AAA,IND515301AAA
trip-153740170514188424,2,IND515301AAA,IND561202AAB
trip-153740170514188424,3,IND561202AAB,IND515134AAA
trip-153740177518636914,1,IND600083AAA,IND600116AAB
trip-153740200169411359,1,IND209304AAA,IND209206AAB
trip-153740200169411359,2,IND209206AAB,IND210301AAA
trip-153740200169411359,3,IND210501AAB,IND209304AAA
trip-153740202611790629,1,IND623407AAA,IND623315AAB
trip-153740202611790629,2,IND623315AAB,IND614620AAA
trip-153740202611790629,3,IND614620AAA,IND630561AAA
trip-153740207867967205,1,IND201307AAA,IND201301AAL
trip-153740207867967205,2,IND201301AAL,IND201301AAF
trip-153740218815063066,1,IND203001AAA,IND203131AAA
trip-153740218815063066,2,IND203396AAB,IND203390AAA
trip-153740218815063066,3,IND203390AAA,IND201301AAF
trip-153740231890274934,1,IND201304AAA,IND201301AAF
trip-153740234972313923,1,IND530012AAA,IND530043AAA
trip-153740234972313923,2,IND530043AAA,IND531163AAA
trip-153740234972313923,3,IND531163AAA,IND535001AAA
trip-153740240721143532,1,IND785690AAB,IND785682AAA
trip-153740249058638050,1,IND390022AAA,IND388320AAA
trip-153740284546345691,1,IND506002AAA,IND506132AAA
trip-153740284546345691,2,IND506132AAA,IND122001AAJ
trip-153740284546345691,3,IND122001AAJ,IND507123AAA
trip-153740284546345691,4,IND507123AAA,IND506314AAA
trip-153740292597322295,1,IND110037AAM,IND421302AAG
trip-153740294857976516,1,IND400072AAD,IND421302AAG
trip-153740300713127506,1,IND586128AAA,IND586211AAA
trip-153740300713127506,2,IND586211AAA,IND585314AAA
trip-153740300713127506,3,IND585314AAA,IND585104AAA
trip-153740308136714366,1,IND560300AAA,IND562132AAA
trip-153740321979816741,1,IND121004AAB,IND121004AAC
trip-153740321979816741,2,IND121004AAA,IND121004AAB
trip-153740324214303561,1,IND458664AAA,IND312403AAA
trip-153740324214303561,2,IND312403AAA,IND312001AAA
trip-153740324306695768,1,IND500032AAA,IND502295AAA
trip-153740324306695768,2,IND502295AAA,IND500050AAA
trip-153740329105304842,1,IND506001AAC,IND505467AAA
trip-153740329105304842,2,IND505467AAA,IND505122AAA
trip-153740340778619126,1,IND110037AAM,IND209304AAA
trip-153740340778619126,2,IND209304AAA,IND211002AAB
trip-153740348574482718,1,IND395023AAD,IND395006AAA
trip-153740348574482718,2,IND395001AAA,IND395023AAD
trip-153740357159944753,1,IND781018AAB,IND781005AAA
trip-153740368581433459,1,IND335513AAA,IND335803AAA
trip-153740368581433459,2,IND335051AAA,IND335513AAA
trip-153740389257646905,1,IND209304AAA,IND209801AAA
trip-153740389257646905,2,IND209801AAA,IND209304AAA
trip-153740393936022496,1,IND000000ACB,IND302014AAA
trip-153740418925342378,1,IND400072AAB,IND000000AFT
trip-153740433799470662,1,IND384205AAA,IND382715AAA
trip-153740433799470662,2,IND382715AAA,IND382430AAB
trip-153740434632965498,1,IND422011AAD,IND422103AAC
trip-153740434632965498,2,IND422103AAC,IND422605AAA
trip-153740434632965498,3,IND422605AAA,IND413709AAA
trip-153740434632965498,4,IND413709AAA,IND423109AAA
trip-153740434632965498,5,IND423109AAA,IND423601AAA
trip-153740434632965498,6,IND423601AAA,IND423701AAB
trip-153740434632965498,7,IND423701AAB,IND422011AAD
trip-153740435725786860,1,IND395009AAA,IND395023AAD
trip-153740441628090313,1,IND160002AAC,IND140901AAA
trip-153740441628090313,2,IND140901AAA,IND160055AAA
trip-153740441628090313,3,IND160055AAA,IND160002AAC
trip-153740442108450757,1,IND209304AAA,IND208012AAA
trip-153740442108450757,2,IND208012AAA,IND209304AAA
trip-153740449020533174,1,IND000000ACB,IND751002AAB
trip-153740449057310632,1,IND530012AAA,IND531162AAA
trip-153740449057310632,2,IND530018AAA,IND531162AAA
trip-153740451447662167,1,IND121004AAB,IND121102AAA
trip-153740451447662167,2,IND121102AAA,IND121004AAB
trip-153740455519678193,1,IND624001AAA,IND624619AAA
trip-153740455519678193,2,IND624619AAA,IND624601AAA
trip-153740455519678193,3,IND624601AAA,IND624101AAA
trip-153740455519678193,4,IND624101AAA,IND624202AAA
trip-153740455519678193,5,IND624202AAA,IND625218AAA
trip-153740464310872083,1,IND160002AAC,IND140301AAA
trip-153740464310872083,2,IND140301AAA,IND140001AAA
trip-153740491038928446,1,IND413002AAA,IND413304AAA
trip-153740499928310742,1,IND144001AAA,IND144040AAA
trip-153740504119309376,1,IND441904AAB,IND441912AAA
trip-153740504119309376,2,IND441912AAA,IND441107AAB
trip-153740506619969939,1,IND151001AAA,IND151302AAA
trip-153740506619969939,2,IND151302AAA,IND151505AAA
trip-153740506619969939,3,IND151506AAA,IND151001AAA
trip-153740508296693866,1,IND442001AAA,IND442101AAB
trip-153740508296693866,2,IND442101AAB,IND445001AAB
trip-153740525518918484,1,IND713205AAB,IND722143AAB
trip-153740525518918484,2,IND722143AAB,IND723133AAA
trip-153740525518918484,3,IND723133AAA,IND723130AAA
trip-153740525518918484,4,IND723130AAA,IND723101AAA
trip-153740525518918484,5,IND723101AAA,IND723202AAA
trip-153740525518918484,6,IND723202AAA,IND713205AAB
trip-153740529426559518,1,IND431603AAA,IND413531AAA
trip-153740529426559518,2,IND413531AAA,IND413517AAA
trip-153740529426559518,3,IND413517AAA,IND431603AAA
trip-153740539310788199,1,IND421302AAG,IND400102AAC
trip-153740566351185985,1,IND431603AAA,IND431708AAA
trip-153740566351185985,2,IND431708AAA,IND431514AAA
trip-153740566351185985,3,IND431514AAA,IND431515AAA
trip-153740566351185985,4,IND431515AAA,IND431517AAB
trip-153740566351185985,5,IND431517AAB,IND411033AAA
trip-153740574667751635,1,IND501359AAE,IND751002AAB
trip-153740574667751635,2,IND751002AAB,IND712311AAA
trip-153740580443512758,1,IND160002AAC,IND000000ACA
trip-153740590892881451,1,IND411033AAA,IND501359AAE
trip-153740612802113571,1,IND385001AAA,IND385535AAA
trip-153740612802113571,2,IND385535AAA,IND384205AAA
trip-153740615845300932,1,IND421302AAG,IND421401AAC
trip-153740615845300932,2,IND421401AAC,IND421601AAB
trip-153740615845300932,3,IND421601AAB,IND421302AAG
trip-153740617495141561,1,IND302006AAA,IND302014AAB
trip-153740643116197882,1,IND713205AAB,IND713148AAA
trip-153740643116197882,2,IND713148AAA,IND713128AAB
trip-153740643116197882,3,IND713128AAB,IND731204AAB
trip-153740643116197882,4,IND731204AAB,IND731301AAA
trip-153740643116197882,5,IND731301AAA,IND713205AAB
trip-153740687916955004,1,IND396191AAC,IND396232AAA
trip-153740702164551739,1,IND832109AAB,IND834002AAB
trip-153740715419869761,1,IND384170AAA,IND384265AAB
trip-153740715419869761,2,IND384265AAB,IND385320AAA
trip-153740715419869761,3,IND385320AAA,IND385340AAB
trip-153740721755066685,1,IND421302AAG,IND400072AAA
trip-153740725791885974,1,IND362001AAA,IND360575AAA
trip-153740725791885974,2,IND360510AAB,IND360530AAB
trip-153740725791885974,3,IND360530AAB,IND362001AAA
trip-153740728590494798,1,IND362001AAA,IND362220AAA
trip-153740728590494798,2,IND362220AAA,IND362225AAA
trip-153740728590494798,3,IND362225AAA,IND362265AAA
trip-153740728590494798,4,IND362265AAA,IND362720AAA
trip-153740728590494798,5,IND362720AAA,IND362560AAA
trip-153740728590494798,6,IND362560AAA,IND362150AAA
trip-153740728590494798,7,IND362150AAA,IND362001AAA
trip-153740729677813484,1,IND302014AAB,IND302026AAA
trip-153740729677813484,2,IND302020AAA,IND302014AAB
trip-153740729890765028,1,IND600044AAE,IND600056AAB
trip-153740742538090485,1,IND421302AAG,IND400072AAB
trip-153740754162885476,1,IND384205AAA,IND383001AAA
trip-153740770101337247,1,IND000000ACB,IND131028AAB
trip-153740780250358258,1,IND585104AAA,IND585211AAA
trip-153740780250358258,2,IND585211AAA,IND585222AAA
trip-153740780250358258,3,IND585222AAA,IND585307AAB
trip-153740780250358258,4,IND585307AAB,IND585104AAA
trip-153740780825262151,1,IND605010AAB,IND607001AAA
trip-153740780825262151,2,IND607001AAA,IND608001AAA
trip-153740780825262151,3,IND608001AAA,IND609110AAA
trip-153740780825262151,4,IND609110AAA,IND609602AAA
trip-153740780825262151,5,IND609602AAA,IND611001AAA
trip-153740780825262151,6,IND611001AAA,IND610001AAA
trip-153740780825262151,7,IND610001AAA,IND605010AAB
trip-153740782675825334,1,IND562132AAA,IND000000ACB
trip-153740782675825334,2,IND000000ACB,IND160002AAC
trip-153740793936635952,1,IND362001AAA,IND360370AAA
trip-153740793936635952,2,IND360490AAA,IND362001AAA
trip-153740800861076015,1,IND462022AAA,IND462011AAA
trip-153740800861076015,2,IND462011AAA,IND462022AAA
trip-153740841322531514,1,IND302004AAA,IND302014AAB
trip-153740842373288319,1,IND421302AAG,IND400701AAB
trip-153740845818955779,1,IND000000ACB,IND821115AAB
trip-153740856402476424,1,IND131028AAB,IND000000ACB
trip-153740862264553502,1,IND600056AAB,IND600008AAC
trip-153740862264553502,2,IND600008AAC,IND600056AAB
trip-153740871453708671,1,IND462022AAA,IND462001AAA
trip-153740874691998898,1,IND786001AAB,IND786184AAA
trip-153740874691998898,2,IND792103AAB,IND792001AAA
trip-153740874833971318,1,IND501359AAE,IND515004AAA
trip-153740874833971318,2,IND515004AAA,IND562132AAA
trip-153740877310599520,1,IND570020AAA,IND571301AAA
trip-153740877310599520,2,IND571301AAA,IND571111AAB
trip-153740877310599520,3,IND571111AAB,IND571313AAB
trip-153740877310599520,4,IND571313AAB,IND571440AAA
trip-153740877310599520,5,IND571440AAA,IND571430AAA
trip-153740877310599520,6,IND571430AAA,IND571124AAA
trip-153740877310599520,7,IND571124AAA,IND570020AAA
trip-153740881698479592,1,IND562132AAA,IND560300AAA
trip-153740881780770391,1,IND560099AAB,IND560300AAA
trip-153740882680434212,1,IND570020AAA,IND571602AAA
trip-153740882680434212,2,IND571213AAA,IND571114AAA
trip-153740882680434212,3,IND571114AAA,IND570020AAA
trip-153740883389913311,1,IND411036AAA,IND411033AAA
trip-153740884434664515,1,IND249407AAA,IND246149AAA
trip-153740884434664515,2,IND246149AAA,IND249407AAA
trip-153740894969862288,1,IND751002AAB,IND756100AAC
trip-153740894969862288,2,IND756032AAA,IND712311AAA
trip-153740929730131726,1,IND501359AAE,IND508252AAB
trip-153740929730131726,2,IND508252AAB,IND508207AAB
trip-153740929730131726,3,IND521225AAB,IND507002AAA
trip-153740929730131726,4,IND507002AAA,IND508213AAB
trip-153740929730131726,5,IND508213AAB,IND508001AAA
trip-153740929730131726,6,IND508001AAA,IND501359AAE
trip-153740943238099988,1,IND411033AAA,IND421302AAG
trip-153740950673316143,1,IND261201AAB,IND261001AAA
trip-153740950673316143,2,IND261001AAA,IND262701AAA
trip-153740950673316143,3,IND262701AAA,IND262802AAA
trip-153740950673316143,4,IND262802AAA,IND262723AAB
trip-153740951553799324,1,IND562132AAA,IND560099AAB
trip-153740964447032716,1,IND508116AAA,IND508223AAA
trip-153740964447032716,2,IND508223AAA,IND500039AAC
trip-153741052026467525,1,IND110037AAM,IND110085AAB
trip-153741056867626821,1,IND110037AAM,IND110024AAA
trip-153741062890278788,1,IND312605AAB,IND458001AAB
trip-153741062890278788,2,IND458001AAB,IND458990AAA
trip-153741062890278788,3,IND458990AAA,IND312605AAB
trip-153741070891259474,1,IND000000ACB,IND110064AAA
trip-153741078931586677,1,IND403726AAA,IND403702AAA
trip-153741078931586677,2,IND403702AAA,IND575004AAB
trip-153741080287504100,1,IND000000ACB,IND834002AAB
trip-153741093647649320,1,IND388121AAA,IND388620AAB
trip-153741093647649320,2,IND388620AAB,IND388320AAA
trip-153741094698695360,1,IND532001AAB,IND532421AAA
trip-153741094698695360,2,IND532421AAA,IND532201AAA
trip-153741094698695360,3,IND532201AAA,IND532222AAA
trip-153741098834125725,1,IND421302AAG,IND000000ACB
trip-153741105304875096,1,IND501359AAE,IND500080AAB
trip-153741107307475483,1,IND605601AAA,IND607106AAA
trip-153741107307475483,2,IND607106AAA,IND607801AAA
trip-153741107307475483,3,IND607801AAA,IND606003AAA
trip-153741107307475483,4,IND606003AAA,IND606105AAA
trip-153741107307475483,5,IND606105AAA,IND606201AAC
trip-153741107307475483,6,IND606201AAC,IND605601AAA
trip-153741119653443567,1,IND000000ACB,IND110095AAB
trip-153741127791715955,1,IND501359AAE,IND500050AAA
trip-153741127952613953,1,IND503111AAC,IND503185AAA
trip-153741127952613953,2,IND503185AAA,IND503187AAA
trip-153741127952613953,3,IND503187AAA,IND503122AAA
trip-153741127952613953,4,IND503122AAA,IND502110AAA
trip-153741127952613953,5,IND502110AAA,IND502313AAA
trip-153741129163569688,1,IND421302AAG,IND400015AAA
trip-153741129163569688,2,IND400015AAB,IND421302AAG
trip-153741141103342798,1,IND388320AAA,IND387001AAA
trip-153741141103342798,2,IND387001AAA,IND388220AAA
trip-153741141103342798,3,IND388220AAA,IND388320AAA
trip-153741142379805313,1,IND110037AAK,IND000000ACB
trip-153741142859803226,1,IND583201AAA,IND583227AAA
trip-153741142859803226,2,IND583227AAA,IND583231AAA
trip-153741142859803226,3,IND583231AAA,IND583201AAA
trip-153741177166786003,1,IND532001AAB,IND532127AAA
trip-153741177166786003,2,IND532127AAA,IND535591AAA
trip-153741177166786003,3,IND535591AAA,IND535558AAA
trip-153741177166786003,4,IND535558AAA,IND535501AAB
trip-153741177166786003,5,IND535501AAB,IND532440AAA
trip-153741177166786003,6,IND532440AAA,IND532001AAB
trip-153741206298530493,1,IND201301AAM,IND000000ACB
